notice_id,cluster_id,portal_id,copy_index,is_corrigendum,archetype
N000647,OPP000296,P006,4,False,nodal_b
N000648,OPP000297,P042,0,False,plain
N000649,OPP000298,P003,0,False,nodal_b
N000650,OPP000299,P005,0,False,nodal_a
N000651,OPP000299,P003,1,False,nodal_b
N000652,OPP000299,P094,2,True,plain
N000653,OPP000299,P060,3,True,plain
N000654,OPP000299,P004,4,False,nodal_b
N000655,OPP000299,P006,5,False,nodal_b
N000656,OPP000299,P001,6,False,nodal_a
N000657,OPP000300,P094,0,False,plain
N000658,OPP000301,P002,0,False,nodal_a
N000659,OPP000302,P005,0,False,nodal_a
N000660,OPP000303,P002,0,False,nodal_a
N000661,OPP000304,P232,0,False,plain
N000662,OPP000305,P006,0,False,nodal_b
N000663,OPP000306,P105,0,False,municipal
N000664,OPP000307,P069,0,False,html_ish
N000665,OPP000307,P246,1,True,plain
N000666,OPP000307,P001,2,True,nodal_a
N000667,OPP000308,P006,0,False,nodal_b
N000668,OPP000309,P207,0,False,plain
N000669,OPP000309,P221,1,False,terse
N000670,OPP000310,P094,0,False,plain
N000671,OPP000310,P122,1,False,shouty
N000672,OPP000311,P002,0,False,nodal_a
N000673,OPP000311,P001,1,False,nodal_a
N000674,OPP000311,P094,2,False,plain
N000675,OPP000311,P006,3,False,nodal_b
N000676,OPP000311,P044,4,False,plain
N000677,OPP000311,P221,5,False,terse
N000678,OPP000312,P020,0,False,plain
N000679,OPP000313,P006,0,False,nodal_b
N000680,OPP000314,P227,0,False,plain
N000681,OPP000314,P094,1,False,plain
N000682,OPP000314,P145,2,False,terse
N000683,OPP000314,P043,3,False,plain
N000684,OPP000314,P122,4,False,shouty
N000685,OPP000314,P001,5,False,nodal_a
N000686,OPP000314,P181,6,False,plain
N000687,OPP000314,P014,7,False,html_ish
N000688,OPP000314,P020,8,False,plain
N000689,OPP000315,P002,0,False,nodal_a
N000690,OPP000315,P094,1,False,plain
N000691,OPP000315,P006,2,True,nodal_b
N000692,OPP000315,P005,3,False,nodal_a
N000693,OPP000315,P167,4,False,municipal
N000694,OPP000316,P199,0,False,plain
N000695,OPP000317,P003,0,False,nodal_b
N000696,OPP000318,P228,0,False,html_ish
N000697,OPP000319,P001,0,False,nodal_a
N000698,OPP000320,P094,0,False,plain
N000699,OPP000321,P006,0,False,nodal_b
N000700,OPP000321,P228,1,True,html_ish
N000701,OPP000322,P001,0,False,nodal_a
N000702,OPP000323,P004,0,False,nodal_b
N000703,OPP000324,P001,0,False,nodal_a
N000704,OPP000324,P094,1,False,plain
N000705,OPP000324,P004,2,True,nodal_b
N000706,OPP000325,P041,0,False,html_ish
N000707,OPP000325,P089,1,True,html_ish
N000708,OPP000325,P002,2,False,nodal_a
N000709,OPP000325,P166,3,True,html_ish
N000710,OPP000325,P060,4,False,plain
N000711,OPP000325,P189,5,True,plain
N000712,OPP000326,P143,0,False,html_ish
N000713,OPP000327,P239,0,False,plain
N000714,OPP000327,P094,1,False,plain
N000715,OPP000328,P141,0,False,municipal
N000716,OPP000328,P006,1,False,nodal_b
N000717,OPP000329,P002,0,False,nodal_a
N000718,OPP000330,P001,0,False,nodal_a
N000719,OPP000330,P027,1,False,plain
N000720,OPP000331,P028,0,False,plain
N000721,OPP000331,P005,1,False,nodal_a
N000722,OPP000332,P183,0,False,municipal
N000723,OPP000333,P003,0,False,nodal_b
N000724,OPP000333,P002,1,False,nodal_a
N000725,OPP000334,P003,0,False,nodal_b
N000726,OPP000334,P094,1,False,plain
N000727,OPP000334,P005,2,True,nodal_a
N000728,OPP000334,P141,3,True,municipal
N000729,OPP000334,P020,4,False,plain
N000730,OPP000334,P031,5,False,shouty
N000731,OPP000335,P002,0,False,nodal_a
N000732,OPP000335,P094,1,False,plain
N000733,OPP000335,P202,2,True,legacy
N000734,OPP000336,P002,0,False,nodal_a
N000735,OPP000337,P001,0,False,nodal_a
N000736,OPP000338,P167,0,False,municipal
N000737,OPP000339,P208,0,False,plain
N000738,OPP000340,P216,0,False,html_ish
N000739,OPP000341,P004,0,False,nodal_b
N000740,OPP000342,P127,0,False,shouty
N000741,OPP000342,P240,1,False,shouty
N000742,OPP000342,P018,2,True,plain
N000743,OPP000342,P044,3,False,plain
N000744,OPP000342,P020,4,True,plain
N000745,OPP000342,P121,5,False,plain
N000746,OPP000342,P207,6,False,plain
N000747,OPP000342,P003,7,True,nodal_b
N000748,OPP000343,P257,0,False,html_ish
N000749,OPP000343,P028,1,False,plain
N000750,OPP000343,P002,2,False,nodal_a
N000751,OPP000343,P001,3,True,nodal_a
N000752,OPP000343,P094,4,False,plain
N000753,OPP000344,P094,0,False,plain
N000754,OPP000344,P003,1,True,nodal_b
N000755,OPP000344,P112,2,True,shouty
N000756,OPP000345,P018,0,False,plain
N000757,OPP000346,P003,0,False,nodal_b
N000758,OPP000346,P005,1,False,nodal_a
N000759,OPP000346,P250,2,False,html_ish
N000760,OPP000346,P073,3,False,shouty
N000761,OPP000346,P094,4,False,plain
N000762,OPP000346,P137,5,False,html_ish
N000763,OPP000346,P167,6,False,municipal
N000764,OPP000347,P005,0,False,nodal_a
N000765,OPP000348,P192,0,False,legacy
N000766,OPP000349,P013,0,False,terse
N000767,OPP000350,P002,0,False,nodal_a
N000768,OPP000351,P120,0,False,legacy
N000769,OPP000351,P001,1,False,nodal_a
N000770,OPP000351,P044,2,True,plain
N000771,OPP000352,P021,0,False,municipal
N000772,OPP000353,P094,0,False,plain
N000773,OPP000354,P150,0,False,html_ish
N000774,OPP000355,P094,0,False,plain
N000775,OPP000356,P014,0,False,html_ish
N000776,OPP000356,P235,1,True,municipal
N000777,OPP000356,P127,2,False,shouty
N000778,OPP000357,P013,0,False,terse
N000779,OPP000357,P020,1,False,plain
N000780,OPP000357,P255,2,True,shouty
N000781,OPP000357,P005,3,False,nodal_a
N000782,OPP000358,P003,0,False,nodal_b
N000783,OPP000359,P094,0,False,plain
N000784,OPP000359,P215,1,False,plain
N000785,OPP000359,P129,2,False,municipal
N000786,OPP000359,P004,3,False,nodal_b
N000787,OPP000359,P030,4,False,municipal
N000788,OPP000360,P094,0,False,plain
N000789,OPP000360,P227,1,True,plain
N000790,OPP000361,P195,0,False,html_ish
N000791,OPP000362,P018,0,False,plain
N000792,OPP000363,P014,0,False,html_ish
N000793,OPP000364,P094,0,False,plain
N000794,OPP000364,P005,1,True,nodal_a
N000795,OPP000365,P138,0,False,legacy
N000796,OPP000365,P001,1,True,nodal_a
N000797,OPP000365,P002,2,False,nodal_a
N000798,OPP000365,P004,3,True,nodal_b
N000799,OPP000365,P134,4,True,plain
N000800,OPP000366,P132,0,False,plain
N000801,OPP000367,P091,0,False,municipal
N000802,OPP000368,P003,0,False,nodal_b
N000803,OPP000369,P103,0,False,plain
N000804,OPP000369,P003,1,False,nodal_b
N000805,OPP000369,P004,2,True,nodal_b
N000806,OPP000370,P240,0,False,shouty
N000807,OPP000371,P048,0,False,html_ish
N000808,OPP000371,P003,1,True,nodal_b
N000809,OPP000371,P064,2,False,plain
N000810,OPP000372,P006,0,False,nodal_b
N000811,OPP000372,P124,1,False,plain
N000812,OPP000372,P136,2,True,html_ish
N000813,OPP000372,P013,3,False,terse
N000814,OPP000372,P003,4,True,nodal_b
N000815,OPP000372,P134,5,True,plain
N000816,OPP000372,P094,6,False,plain
N000817,OPP000373,P003,0,False,nodal_b
N000818,OPP000373,P094,1,False,plain
N000819,OPP000373,P004,2,False,nodal_b
N000820,OPP000373,P232,3,True,plain
N000821,OPP000374,P094,0,False,plain
N000822,OPP000375,P001,0,False,nodal_a
N000823,OPP000375,P094,1,False,plain
N000824,OPP000376,P004,0,False,nodal_b
N000825,OPP000377,P240,0,False,shouty
N000826,OPP000377,P002,1,False,nodal_a
N000827,OPP000378,P077,0,False,plain
N000828,OPP000378,P088,1,False,plain
N000829,OPP000378,P003,2,True,nodal_b
N000830,OPP000378,P229,3,False,html_ish
N000831,OPP000378,P094,4,False,plain
N000832,OPP000378,P004,5,True,nodal_b
N000833,OPP000378,P136,6,True,html_ish
N000834,OPP000378,P001,7,False,nodal_a
N000835,OPP000378,P044,8,False,plain
N000836,OPP000379,P048,0,False,html_ish
N000837,OPP000380,P183,0,False,municipal
N000838,OPP000381,P001,0,False,nodal_a
N000839,OPP000382,P073,0,False,shouty
N000840,OPP000383,P001,0,False,nodal_a
N000841,OPP000384,P005,0,False,nodal_a
N000842,OPP000385,P094,0,False,plain
N000843,OPP000386,P001,0,False,nodal_a
N000844,OPP000387,P221,0,False,terse
N000845,OPP000387,P020,1,False,plain
N000846,OPP000387,P094,2,True,plain
N000847,OPP000387,P191,3,False,plain
N000848,OPP000388,P106,0,False,plain
N000849,OPP000389,P221,0,False,terse
N000850,OPP000390,P122,0,False,shouty
N000851,OPP000391,P005,0,False,nodal_a
N000852,OPP000391,P002,1,False,nodal_a
N000853,OPP000391,P006,2,True,nodal_b
N000854,OPP000392,P254,0,False,terse
N000855,OPP000393,P002,0,False,nodal_a
N000856,OPP000394,P131,0,False,legacy
N000857,OPP000395,P240,0,False,shouty
N000858,OPP000396,P003,0,False,nodal_b
N000859,OPP000396,P041,1,True,html_ish
N000860,OPP000396,P238,2,True,plain
N000861,OPP000396,P195,3,True,html_ish
N000862,OPP000397,P152,0,False,municipal
N000863,OPP000397,P001,1,False,nodal_a
N000864,OPP000397,P198,2,False,html_ish
N000865,OPP000397,P006,3,False,nodal_b
N000866,OPP000398,P003,0,False,nodal_b
N000867,OPP000399,P006,0,False,nodal_b
N000868,OPP000400,P020,0,False,plain
N000869,OPP000400,P094,1,False,plain
N000870,OPP000400,P225,2,False,municipal
N000871,OPP000401,P006,0,False,nodal_b
N000872,OPP000401,P221,1,False,terse
N000873,OPP000401,P004,2,False,nodal_b
N000874,OPP000401,P215,3,False,plain
N000875,OPP000401,P094,4,False,plain
N000876,OPP000402,P221,0,False,terse
N000877,OPP000403,P020,0,False,plain
N000878,OPP000404,P225,0,False,municipal
N000879,OPP000405,P071,0,False,html_ish
N000880,OPP000405,P240,1,False,shouty
N000881,OPP000405,P231,2,False,plain
N000882,OPP000405,P094,3,False,plain
N000883,OPP000406,P004,0,False,nodal_b
N000884,OPP000406,P003,1,False,nodal_b
N000885,OPP000406,P005,2,False,nodal_a
N000886,OPP000406,P173,3,True,legacy
N000887,OPP000406,P001,4,False,nodal_a
N000888,OPP000407,P094,0,False,plain
N000889,OPP000407,P001,1,True,nodal_a
N000890,OPP000407,P240,2,False,shouty
N000891,OPP000407,P005,3,True,nodal_a
N000892,OPP000407,P013,4,False,terse
N000893,OPP000408,P179,0,False,html_ish
N000894,OPP000409,P006,0,False,nodal_b
N000895,OPP000410,P004,0,False,nodal_b
N000896,OPP000410,P094,1,True,plain
N000897,OPP000410,P001,2,True,nodal_a
N000898,OPP000410,P240,3,False,shouty
N000899,OPP000410,P006,4,True,nodal_b
N000900,OPP000411,P061,0,False,html_ish
N000901,OPP000412,P240,0,False,shouty
N000902,OPP000413,P188,0,False,plain
N000903,OPP000414,P094,0,False,plain
N000904,OPP000414,P225,1,False,municipal
N000905,OPP000414,P001,2,False,nodal_a
N000906,OPP000415,P172,0,False,municipal
N000907,OPP000415,P146,1,False,html_ish
N000908,OPP000416,P060,0,False,plain
N000909,OPP000416,P020,1,True,plain
N000910,OPP000416,P001,2,False,nodal_a
N000911,OPP000416,P249,3,False,plain
N000912,OPP000417,P071,0,False,html_ish
N000913,OPP000417,P094,1,False,plain
N000914,OPP000418,P021,0,False,municipal
N000915,OPP000418,P003,1,False,nodal_b
N000916,OPP000418,P005,2,False,nodal_a
N000917,OPP000418,P215,3,True,plain
N000918,OPP000418,P088,4,True,plain
N000919,OPP000419,P004,0,False,nodal_b
N000920,OPP000420,P181,0,False,plain
N000921,OPP000421,P001,0,False,nodal_a
N000922,OPP000422,P003,0,False,nodal_b
N000923,OPP000422,P004,1,False,nodal_b
N000924,OPP000422,P094,2,False,plain
N000925,OPP000422,P229,3,True,html_ish
N000926,OPP000422,P001,4,False,nodal_a
N000927,OPP000422,P232,5,False,plain
N000928,OPP000423,P242,0,False,shouty
N000929,OPP000423,P003,1,True,nodal_b
N000930,OPP000423,P026,2,True,municipal
N000931,OPP000424,P146,0,False,html_ish
N000932,OPP000425,P004,0,False,nodal_b
N000933,OPP000425,P088,1,True,plain
N000934,OPP000425,P006,2,False,nodal_b
N000935,OPP000426,P013,0,False,terse
N000936,OPP000427,P116,0,False,shouty
N000937,OPP000428,P094,0,False,plain
N000938,OPP000428,P005,1,True,nodal_a
N000939,OPP000429,P044,0,False,plain
N000940,OPP000430,P006,0,False,nodal_b
N000941,OPP000430,P094,1,False,plain
N000942,OPP000430,P091,2,True,municipal
N000943,OPP000430,P003,3,True,nodal_b
N000944,OPP000430,P189,4,False,plain
N000945,OPP000431,P002,0,False,nodal_a
N000946,OPP000432,P088,0,False,plain
N000947,OPP000433,P005,0,False,nodal_a
N000948,OPP000434,P200,0,False,plain
N000949,OPP000435,P006,0,False,nodal_b
N000950,OPP000436,P240,0,False,shouty
N000951,OPP000436,P219,1,True,plain
N000952,OPP000436,P002,2,False,nodal_a
N000953,OPP000437,P240,0,False,shouty
N000954,OPP000438,P102,0,False,plain
N000955,OPP000439,P162,0,False,plain
N000956,OPP000440,P075,0,False,plain
N000957,OPP000440,P221,1,False,terse
N000958,OPP000441,P200,0,False,plain
N000959,OPP000442,P094,0,False,plain
N000960,OPP000443,P005,0,False,nodal_a
N000961,OPP000444,P004,0,False,nodal_b
N000962,OPP000444,P215,1,False,plain
N000963,OPP000444,P207,2,True,plain
N000964,OPP000444,P006,3,False,nodal_b
N000965,OPP000445,P094,0,False,plain
N000966,OPP000446,P005,0,False,nodal_a
N000967,OPP000447,P005,0,False,nodal_a
N000968,OPP000448,P181,0,False,plain
N000969,OPP000449,P094,0,False,plain
N000970,OPP000449,P158,1,True,shouty
N000971,OPP000449,P001,2,True,nodal_a
N000972,OPP000449,P136,3,True,html_ish
N000973,OPP000449,P180,4,True,legacy
N000974,OPP000450,P094,0,False,plain
N000975,OPP000450,P181,1,True,plain
N000976,OPP000450,P039,2,True,plain
N000977,OPP000451,P002,0,False,nodal_a
N000978,OPP000452,P020,0,False,plain
N000979,OPP000452,P209,1,True,terse
N000980,OPP000452,P199,2,True,plain
N000981,OPP000452,P037,3,False,terse
N000982,OPP000453,P102,0,False,plain
N000983,OPP000453,P003,1,True,nodal_b
N000984,OPP000454,P003,0,False,nodal_b
N000985,OPP000454,P006,1,False,nodal_b
N000986,OPP000454,P013,2,False,terse
N000987,OPP000455,P094,0,False,plain
N000988,OPP000455,P146,1,False,html_ish
N000989,OPP000456,P035,0,False,plain
N000990,OPP000457,P003,0,False,nodal_b
N000991,OPP000457,P002,1,True,nodal_a
N000992,OPP000458,P044,0,False,plain
N000993,OPP000458,P129,1,False,municipal
N000994,OPP000458,P003,2,False,nodal_b
N000995,OPP000458,P151,3,True,terse
N000996,OPP000459,P005,0,False,nodal_a
N000997,OPP000459,P071,1,False,html_ish
N000998,OPP000460,P241,0,False,plain
N000999,OPP000461,P189,0,False,plain
N001000,OPP000462,P167,0,False,municipal
N001001,OPP000463,P001,0,False,nodal_a
N001002,OPP000463,P006,1,False,nodal_b
N001003,OPP000463,P183,2,False,municipal
N001004,OPP000464,P002,0,False,nodal_a
N001005,OPP000464,P001,1,True,nodal_a
N001006,OPP000465,P046,0,False,terse
N001007,OPP000465,P181,1,False,plain
N001008,OPP000465,P001,2,True,nodal_a
N001009,OPP000465,P183,3,False,municipal
N001010,OPP000465,P005,4,False,nodal_a
N001011,OPP000465,P255,5,False,shouty
N001012,OPP000465,P006,6,False,nodal_b
N001013,OPP000466,P058,0,False,municipal
N001014,OPP000467,P002,0,False,nodal_a
N001015,OPP000468,P240,0,False,shouty
N001016,OPP000468,P221,1,True,terse
N001017,OPP000468,P094,2,False,plain
N001018,OPP000468,P080,3,False,shouty
N001019,OPP000468,P200,4,True,plain
N001020,OPP000469,P112,0,False,shouty
N001021,OPP000469,P228,1,False,html_ish
N001022,OPP000470,P026,0,False,municipal
N001023,OPP000470,P001,1,False,nodal_a
N001024,OPP000471,P200,0,False,plain
N001025,OPP000472,P005,0,False,nodal_a
N001026,OPP000473,P003,0,False,nodal_b
N001027,OPP000474,P061,0,False,html_ish
N001028,OPP000474,P189,1,True,plain
N001029,OPP000475,P106,0,False,plain
N001030,OPP000475,P044,1,True,plain
N001031,OPP000476,P001,0,False,nodal_a
N001032,OPP000477,P251,0,False,html_ish
N001033,OPP000478,P136,0,False,html_ish
N001034,OPP000479,P001,0,False,nodal_a
N001035,OPP000480,P006,0,False,nodal_b
N001036,OPP000481,P199,0,False,plain
N001037,OPP000482,P241,0,False,plain
N001038,OPP000483,P003,0,False,nodal_b
N001039,OPP000483,P255,1,True,shouty
N001040,OPP000484,P006,0,False,nodal_b
N001041,OPP000485,P094,0,False,plain
N001042,OPP000485,P255,1,False,shouty
N001043,OPP000485,P144,2,False,municipal
N001044,OPP000485,P001,3,False,nodal_a
N001045,OPP000485,P260,4,True,plain
N001046,OPP000486,P020,0,False,plain
N001047,OPP000487,P005,0,False,nodal_a
N001048,OPP000488,P227,0,False,plain
N001049,OPP000488,P004,1,False,nodal_b
N001050,OPP000489,P255,0,False,shouty
N001051,OPP000489,P195,1,False,html_ish
N001052,OPP000490,P094,0,False,plain
N001053,OPP000490,P056,1,False,html_ish
N001054,OPP000490,P002,2,True,nodal_a
N001055,OPP000490,P006,3,True,nodal_b
N001056,OPP000490,P001,4,True,nodal_a
N001057,OPP000491,P002,0,False,nodal_a
N001058,OPP000492,P006,0,False,nodal_b
N001059,OPP000492,P094,1,False,plain
N001060,OPP000492,P200,2,False,plain
N001061,OPP000492,P215,3,False,plain
N001062,OPP000492,P020,4,False,plain
N001063,OPP000492,P171,5,False,shouty
N001064,OPP000492,P005,6,False,nodal_a
N001065,OPP000493,P103,0,False,plain
N001066,OPP000493,P001,1,False,nodal_a
N001067,OPP000493,P241,2,False,plain
N001068,OPP000494,P094,0,False,plain
N001069,OPP000494,P240,1,True,shouty
N001070,OPP000494,P006,2,False,nodal_b
N001071,OPP000494,P181,3,True,plain
N001072,OPP000495,P005,0,False,nodal_a
N001073,OPP000496,P020,0,False,plain
N001074,OPP000496,P005,1,True,nodal_a
N001075,OPP000496,P006,2,False,nodal_b
N001076,OPP000496,P146,3,False,html_ish
N001077,OPP000496,P094,4,True,plain
N001078,OPP000496,P004,5,True,nodal_b
N001079,OPP000496,P181,6,False,plain
N001080,OPP000496,P073,7,False,shouty
N001081,OPP000497,P010,0,False,plain
N001082,OPP000498,P005,0,False,nodal_a
N001083,OPP000499,P181,0,False,plain
N001084,OPP000500,P002,0,False,nodal_a
N001085,OPP000500,P020,1,True,plain
N001086,OPP000500,P005,2,True,nodal_a
N001087,OPP000501,P006,0,False,nodal_b
N001088,OPP000502,P004,0,False,nodal_b
N001089,OPP000502,P168,1,False,municipal
N001090,OPP000502,P076,2,False,municipal
N001091,OPP000503,P094,0,False,plain
N001092,OPP000503,P020,1,True,plain
N001093,OPP000503,P002,2,True,nodal_a
N001094,OPP000504,P217,0,False,plain
N001095,OPP000504,P246,1,True,plain
N001096,OPP000505,P002,0,False,nodal_a
N001097,OPP000506,P240,0,False,shouty
N001098,OPP000506,P104,1,False,plain
N001099,OPP000506,P004,2,True,nodal_b
N001100,OPP000507,P005,0,False,nodal_a
N001101,OPP000507,P001,1,False,nodal_a
N001102,OPP000508,P005,0,False,nodal_a
N001103,OPP000509,P240,0,False,shouty
N001104,OPP000509,P063,1,False,shouty
N001105,OPP000509,P002,2,False,nodal_a
N001106,OPP000509,P094,3,False,plain
N001107,OPP000509,P006,4,False,nodal_b
N001108,OPP000510,P094,0,False,plain
N001109,OPP000511,P094,0,False,plain
N001110,OPP000512,P225,0,False,municipal
N001111,OPP000512,P005,1,True,nodal_a
N001112,OPP000512,P232,2,False,plain
N001113,OPP000513,P020,0,False,plain
N001114,OPP000514,P001,0,False,nodal_a
N001115,OPP000515,P001,0,False,nodal_a
N001116,OPP000515,P088,1,True,plain
N001117,OPP000515,P094,2,False,plain
N001118,OPP000516,P129,0,False,municipal
N001119,OPP000516,P122,1,False,shouty
N001120,OPP000516,P240,2,False,shouty
N001121,OPP000516,P020,3,False,plain
N001122,OPP000516,P182,4,False,plain
N001123,OPP000517,P094,0,False,plain
N001124,OPP000517,P217,1,True,plain
N001125,OPP000517,P006,2,True,nodal_b
N001126,OPP000518,P131,0,False,legacy
N001127,OPP000519,P122,0,False,shouty
N001128,OPP000520,P136,0,False,html_ish
N001129,OPP000520,P046,1,False,terse
N001130,OPP000520,P020,2,True,plain
N001131,OPP000520,P207,3,True,plain
N001132,OPP000520,P002,4,True,nodal_a
N001133,OPP000520,P094,5,False,plain
N001134,OPP000520,P003,6,True,nodal_b
N001135,OPP000521,P001,0,False,nodal_a
N001136,OPP000522,P180,0,False,legacy
N001137,OPP000523,P225,0,False,municipal
N001138,OPP000524,P004,0,False,nodal_b
N001139,OPP000525,P229,0,False,html_ish
N001140,OPP000526,P003,0,False,nodal_b
N001141,OPP000526,P141,1,False,municipal
N001142,OPP000526,P107,2,True,terse
N001143,OPP000526,P004,3,False,nodal_b
N001144,OPP000527,P181,0,False,plain
N001145,OPP000528,P002,0,False,nodal_a
N001146,OPP000529,P151,0,False,terse
N001147,OPP000530,P035,0,False,plain
N001148,OPP000530,P020,1,False,plain
N001149,OPP000531,P182,0,False,plain
N001150,OPP000532,P232,0,False,plain
N001151,OPP000533,P020,0,False,plain
N001152,OPP000534,P181,0,False,plain
N001153,OPP000535,P001,0,False,nodal_a
N001154,OPP000536,P240,0,False,shouty
N001155,OPP000537,P088,0,False,plain
N001156,OPP000537,P005,1,True,nodal_a
N001157,OPP000537,P094,2,True,plain
N001158,OPP000537,P003,3,False,nodal_b
N001159,OPP000537,P189,4,True,plain
N001160,OPP000537,P004,5,True,nodal_b
N001161,OPP000537,P006,6,True,nodal_b
N001162,OPP000538,P001,0,False,nodal_a
N001163,OPP000539,P207,0,False,plain
N001164,OPP000539,P003,1,False,nodal_b
N001165,OPP000539,P133,2,False,plain
N001166,OPP000540,P004,0,False,nodal_b
N001167,OPP000541,P044,0,False,plain
N001168,OPP000541,P253,1,True,html_ish
N001169,OPP000542,P002,0,False,nodal_a
N001170,OPP000542,P146,1,False,html_ish
N001171,OPP000542,P006,2,True,nodal_b
N001172,OPP000543,P137,0,False,html_ish
N001173,OPP000544,P004,0,False,nodal_b
N001174,OPP000544,P188,1,True,plain
N001175,OPP000545,P057,0,False,municipal
N001176,OPP000546,P232,0,False,plain
